2026-09-16 02:09:54.932 140545 DEBUG nova.cmd.compute [-] ******************************************************************************** [00;33m{{(pid=140545) log_opt_values /opt/stack/data/venv/lib/python3.12/site-packages/oslo_config/cfg.py:3533}}[00m
2026-09-16 02:23:45.397 140545 DEBUG nova.virt.libvirt.host [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Searching host: 'devstack-92-210' for CPU controller through CGroups V2... [00;33m{{(pid=140545) _has_cgroupsv2_cpu_controller /opt/stack/nova/nova/virt/libvirt/host.py:1807}}[00m
2026-09-16 02:23:45.397 140545 DEBUG nova.virt.libvirt.host [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] CPU controller found on host. [00;33m{{(pid=140545) _has_cgroupsv2_cpu_controller /opt/stack/nova/nova/virt/libvirt/host.py:1814}}[00m
2026-09-16 02:23:45.398 140545 DEBUG nova.virt.libvirt.driver [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] CPU mode 'custom' models 'Nehalem' was chosen, with extra flags: '' [00;33m{{(pid=140545) _get_guest_cpu_model_config /opt/stack/nova/nova/virt/libvirt/driver.py:6035}}[00m
2026-09-16 02:23:45.398 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Getting desirable topologies for flavor Flavor(created_at=2026-09-16T09:10:42Z,deleted=False,deleted_at=None,description=None,disabled=False,ephemeral_gb=0,extra_specs={hw_rng:allowed='True'},flavorid='42',id=11,is_public=True,memory_mb=192,name='m1.nano',projects=<?>,root_gb=1,rxtx_factor=1.0,swap=0,updated_at=None,vcpu_weight=0,vcpus=1) and image_meta ImageMeta(checksum=<?>,container_format='bare',created_at=<?>,direct_url=<?>,disk_format='raw',id=5dd27059-9c8b-4a52-87ed-c86bf063a204,min_disk=1,min_ram=0,name=<?>,owner=<?>,properties=ImageMetaProps,protected=<?>,size=<?>,status=<?>,tags=<?>,updated_at=<?>,virtual_size=<?>,visibility=<?>), allow threads: True [00;33m{{(pid=140545) _get_desirable_cpu_topologies /opt/stack/nova/nova/virt/hardware.py:804}}[00m
2026-09-16 02:23:45.398 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Flavor limits 0:0:0 [00;33m{{(pid=140545) get_cpu_topology_constraints /opt/stack/nova/nova/virt/hardware.py:589}}[00m
2026-09-16 02:23:45.398 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Image limits 0:0:0 [00;33m{{(pid=140545) get_cpu_topology_constraints /opt/stack/nova/nova/virt/hardware.py:593}}[00m
2026-09-16 02:23:45.398 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Flavor pref 0:0:0 [00;33m{{(pid=140545) get_cpu_topology_constraints /opt/stack/nova/nova/virt/hardware.py:629}}[00m
2026-09-16 02:23:45.398 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Image pref 0:0:0 [00;33m{{(pid=140545) get_cpu_topology_constraints /opt/stack/nova/nova/virt/hardware.py:633}}[00m
2026-09-16 02:23:45.398 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Chose sockets=0, cores=0, threads=0; limits were sockets=65536, cores=65536, threads=65536 [00;33m{{(pid=140545) get_cpu_topology_constraints /opt/stack/nova/nova/virt/hardware.py:671}}[00m
2026-09-16 02:23:45.398 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Topology preferred VirtCPUTopology(cores=0,sockets=0,threads=0), maximum VirtCPUTopology(cores=65536,sockets=65536,threads=65536) [00;33m{{(pid=140545) _get_desirable_cpu_topologies /opt/stack/nova/nova/virt/hardware.py:810}}[00m
2026-09-16 02:23:45.398 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Build topologies for 1 vcpu(s) 1:1:1 [00;33m{{(pid=140545) _get_possible_cpu_topologies /opt/stack/nova/nova/virt/hardware.py:712}}[00m
2026-09-16 02:23:45.399 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Got 1 possible topologies [00;33m{{(pid=140545) _get_possible_cpu_topologies /opt/stack/nova/nova/virt/hardware.py:742}}[00m
2026-09-16 02:23:45.399 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Possible topologies [VirtCPUTopology(cores=1,sockets=1,threads=1)] [00;33m{{(pid=140545) _get_desirable_cpu_topologies /opt/stack/nova/nova/virt/hardware.py:816}}[00m
2026-09-16 02:23:45.399 140545 DEBUG nova.virt.hardware [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Sorted desired topologies [VirtCPUTopology(cores=1,sockets=1,threads=1)] [00;33m{{(pid=140545) _get_desirable_cpu_topologies /opt/stack/nova/nova/virt/hardware.py:818}}[00m
2026-09-16 02:23:45.399 140545 DEBUG nova.objects.instance [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Lazy-loading 'vcpu_model' on Instance uuid b22c7a26-4c07-4940-b11b-8f47fc8f8d97 [00;33m{{(pid=140545) obj_load_attr /opt/stack/nova/nova/objects/instance.py:1147}}[00m
2026-09-16 02:23:45.409 140545 DEBUG nova.objects.base [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Object Instance<b22c7a26-4c07-4940-b11b-8f47fc8f8d97> lazy-loaded attributes: flavor,info_cache,numa_topology,resources,vcpu_model [00;33m{{(pid=140545) wrapper /opt/stack/nova/nova/objects/base.py:135}}[00m
2026-09-16 02:23:45.420 140545 DEBUG nova.virt.libvirt.vif [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] vif_type=ovs instance=Instance(access_ip_v4=None,access_ip_v6=None,architecture=None,auto_disk_config=False,availability_zone='nova',cell_name=None,cleaned=False,compute_id=1,config_drive='',created_at=2026-09-16T09:22:07Z,default_ephemeral_device=None,default_swap_device=None,deleted=False,deleted_at=None,device_metadata=<?>,disable_terminate=False,display_description='tempest-AttachVolumeTestJSON-server-1509855062',display_name='tempest-AttachVolumeTestJSON-server-1509855062',ec2_ids=<?>,ephemeral_gb=0,ephemeral_key_uuid=None,fault=<?>,flavor=Flavor(11),hidden=False,host='devstack-92-210',hostname='tempest-attachvolumetestjson-server-1509855062',id=20,image_ref='5dd27059-9c8b-4a52-87ed-c86bf063a204',info_cache=InstanceInfoCache,instance_type_id=11,kernel_id='',key_data='ecdsa-sha2-nistp384 AAAAE2VjZHNhLXNoYTItbmlzdHAzODQAAAAIbmlzdHAzODQAAABhBKzZAPRIMMytJvC9wRl8Yp+33s22AMSk85X0N6NOnEJsm+Gn/tONS4ZEBjzip6nGNTzLJZ7Ub9Nnq2WmwWAI0W6wjEEm2OCLOA1+6yrFA/W4LCPL6DoM/zJNYt+rQO9AHA==',key_name='tempest-keypair-784849140',keypairs=<?>,launch_index=0,launched_at=2026-09-16T09:22:11Z,launched_on='devstack-92-210',locked=False,locked_by=None,memory_mb=192,metadata={},migration_context=<?>,new_flavor=None,node='devstack-92-210',numa_topology=None,old_flavor=None,os_type=None,pci_devices=<?>,pci_requests=<?>,power_state=4,progress=0,project_id='745d4674c55948569488f81c85f60583',ramdisk_id='',reservation_id='r-yc6eyz83',resources=None,root_device_name='/dev/vda',root_gb=1,security_groups=<?>,services=<?>,shutdown_terminate=False,system_metadata={boot_roles='member,reader',image_base_image_ref='5dd27059-9c8b-4a52-87ed-c86bf063a204',image_container_format='bare',image_disk_format='raw',image_hw_cdrom_bus='ide',image_hw_disk_bus='virtio',image_hw_input_bus=None,image_hw_machine_type='pc',image_hw_pointer_model=None,image_hw_rng_model='virtio',image_hw_video_model='virtio',image_hw_vif_model='virtio',image_min_disk='1',image_min_ram='0',image_owner_specified.openstack.md5='',image_owner_specified.openstack.object='images/cirros-0.6.1-x86_64-disk',image_owner_specified.openstack.sha256='',owner_project_name='tempest-AttachVolumeTestJSON-1399156374',owner_user_name='tempest-AttachVolumeTestJSON-1399156374-project-member'},tags=<?>,task_state='powering-on',terminated_at=None,trusted_certs=<?>,updated_at=2026-09-16T09:23:44Z,user_data='IyEvYmluL3NoCmVjaG8gIlByaW50aW5nIGNpcnJvcyB1c2VyIGF1dGhvcml6ZWQga2V5cyIKY2F0IH5jaXJyb3MvLnNzaC9hdXRob3JpemVkX2tleXMgfHwgdHJ1ZQo=',user_id='3bd20a4ff672488787df1bb5a67f607a',uuid=b22c7a26-4c07-4940-b11b-8f47fc8f8d97,vcpu_model=VirtCPUModel,vcpus=1,vm_mode=None,vm_state='stopped') vif={"id": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "address": "fa:16:3e:2d:ee:c6", "network": {"id": "8d15112a-3048-4b18-b41e-e91087b280cc", "bridge": "br-int", "label": "tempest-AttachVolumeTestJSON-358589175-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.6", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.221", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "745d4674c55948569488f81c85f60583", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap8f5e54b7-3d", "ovs_interfaceid": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}} virt_type=qemu [00;33m{{(pid=140545) get_config /opt/stack/nova/nova/virt/libvirt/vif.py:601}}[00m
2026-09-16 02:23:45.420 140545 DEBUG nova.network.os_vif_util [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Converting VIF {"id": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "address": "fa:16:3e:2d:ee:c6", "network": {"id": "8d15112a-3048-4b18-b41e-e91087b280cc", "bridge": "br-int", "label": "tempest-AttachVolumeTestJSON-358589175-network", "subnets": [{"cidr": "10.1.0.0/28", "dns": [], "gateway": {"address": "10.1.0.1", "type": "gateway", "version": 4, "meta": {}}, "ips": [{"address": "10.1.0.6", "type": "fixed", "version": 4, "meta": {}, "floating_ips": [{"address": "172.24.5.221", "type": "floating", "version": 4, "meta": {}}]}], "routes": [], "version": 4, "meta": {"enable_dhcp": true, "dhcp_server": "10.1.0.2"}}], "meta": {"injected": false, "tenant_id": "745d4674c55948569488f81c85f60583", "mtu": 1450, "physical_network": null, "tunneled": true}}, "type": "ovs", "details": {"connectivity": "l2", "port_filter": true, "ovs_hybrid_plug": false, "ovs_create_tap": true, "datapath_type": "system", "bridge_name": "br-int", "bound_drivers": {"0": "openvswitch"}}, "devname": "tap8f5e54b7-3d", "ovs_interfaceid": "8f5e54b7-3dbb-4fc7-ab46-02249257e8c3", "qbh_params": null, "qbg_params": null, "active": true, "vnic_type": "normal", "profile": {}, "preserve_on_delete": false, "delegate_create": true, "meta": {}} [00;33m{{(pid=140545) nova_to_osvif_vif /opt/stack/nova/nova/network/os_vif_util.py:511}}[00m
2026-09-16 02:23:45.421 140545 DEBUG nova.network.os_vif_util [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Converted object VIFOpenVSwitch(active=True,address=fa:16:3e:2d:ee:c6,bridge_name='br-int',has_traffic_filtering=True,id=8f5e54b7-3dbb-4fc7-ab46-02249257e8c3,network=Network(8d15112a-3048-4b18-b41e-e91087b280cc),plugin='ovs',port_profile=VIFPortProfileOpenVSwitch,preserve_on_delete=False,vif_name='tap8f5e54b7-3d') [00;33m{{(pid=140545) nova_to_osvif_vif /opt/stack/nova/nova/network/os_vif_util.py:550}}[00m
2026-09-16 02:23:45.421 140545 DEBUG nova.objects.instance [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Lazy-loading 'pci_devices' on Instance uuid b22c7a26-4c07-4940-b11b-8f47fc8f8d97 [00;33m{{(pid=140545) obj_load_attr /opt/stack/nova/nova/objects/instance.py:1147}}[00m
2026-09-16 02:23:45.432 140545 DEBUG nova.objects.base [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Object Instance<b22c7a26-4c07-4940-b11b-8f47fc8f8d97> lazy-loaded attributes: flavor,info_cache,numa_topology,resources,vcpu_model,pci_devices [00;33m{{(pid=140545) wrapper /opt/stack/nova/nova/objects/base.py:135}}[00m
2026-09-16 02:23:45.433 140545 DEBUG nova.virt.libvirt.driver [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] [instance: b22c7a26-4c07-4940-b11b-8f47fc8f8d97] End _get_guest_xml xml=<domain type="qemu">
  <uuid>b22c7a26-4c07-4940-b11b-8f47fc8f8d97</uuid>
  <name>instance-00000014</name>
  <memory>196608</memory>
  <vcpu>1</vcpu>
  <metadata>
    <nova:instance xmlns:nova="http://openstack.org/xmlns/libvirt/nova/1.1">
      <nova:package version="34.1.0"/>
      <nova:name>tempest-AttachVolumeTestJSON-server-1509855062</nova:name>
      <nova:creationTime>2026-09-16 09:23:45</nova:creationTime>
      <nova:flavor name="m1.nano" id="42">
        <nova:memory>192</nova:memory>
        <nova:disk>1</nova:disk>
        <nova:swap>0</nova:swap>
        <nova:ephemeral>0</nova:ephemeral>
        <nova:vcpus>1</nova:vcpus>
        <nova:extraSpecs>
          <nova:extraSpec name="hw_rng:allowed">True</nova:extraSpec>
        </nova:extraSpecs>
      </nova:flavor>
      <nova:image uuid="5dd27059-9c8b-4a52-87ed-c86bf063a204">
        <nova:containerFormat>bare</nova:containerFormat>
        <nova:diskFormat>raw</nova:diskFormat>
        <nova:minDisk>1</nova:minDisk>
        <nova:minRam>0</nova:minRam>
        <nova:properties>
          <nova:property name="hw_cdrom_bus">ide</nova:property>
          <nova:property name="hw_disk_bus">virtio</nova:property>
          <nova:property name="hw_machine_type">pc</nova:property>
          <nova:property name="hw_rng_model">virtio</nova:property>
          <nova:property name="hw_video_model">virtio</nova:property>
          <nova:property name="hw_vif_model">virtio</nova:property>
        </nova:properties>
      </nova:image>
      <nova:owner>
        <nova:user uuid="3bd20a4ff672488787df1bb5a67f607a">tempest-AttachVolumeTestJSON-1399156374-project-member</nova:user>
        <nova:project uuid="745d4674c55948569488f81c85f60583">tempest-AttachVolumeTestJSON-1399156374</nova:project>
      </nova:owner>
      <nova:root type="image" uuid="5dd27059-9c8b-4a52-87ed-c86bf063a204"/>
      <nova:ports>
        <nova:port uuid="8f5e54b7-3dbb-4fc7-ab46-02249257e8c3">
          <nova:ip type="fixed" address="10.1.0.6" ipVersion="4"/>
        </nova:port>
      </nova:ports>
    </nova:instance>
  </metadata>
  <sysinfo type="smbios">
    <system>
      <entry name="manufacturer">OpenStack Foundation</entry>
      <entry name="product">OpenStack Nova</entry>
      <entry name="version">34.1.0</entry>
      <entry name="serial">b22c7a26-4c07-4940-b11b-8f47fc8f8d97</entry>
      <entry name="uuid">b22c7a26-4c07-4940-b11b-8f47fc8f8d97</entry>
      <entry name="family">Virtual Machine</entry>
    </system>
  </sysinfo>
  <os>
    <type arch="x86_64" machine="pc">hvm</type>
    <boot dev="hd"/>
    <smbios mode="sysinfo"/>
  </os>
  <features>
    <acpi/>
    <vmcoreinfo/>
  </features>
  <iothreads>1</iothreads>
  <clock offset="utc"/>
  <cpu mode="custom" match="exact">
    <model>Nehalem</model>
    <topology sockets="1" cores="1" threads="1"/>
  </cpu>
  <devices>
    <disk type="file" device="disk">
      <driver name="qemu" type="qcow2" cache="none"/>
      <source file="/opt/stack/data/nova/instances/b22c7a26-4c07-4940-b11b-8f47fc8f8d97/disk"/>
      <target dev="vda" bus="virtio"/>
    </disk>
    <interface type="ethernet">
      <mac address="fa:16:3e:2d:ee:c6"/>
      <model type="virtio"/>
      <driver name="qemu"/>
      <mtu size="1450"/>
      <target dev="tap8f5e54b7-3d" managed="no"/>
    </interface>
    <serial type="pty">
      <log file="/opt/stack/data/nova/instances/b22c7a26-4c07-4940-b11b-8f47fc8f8d97/console.log" append="off"/>
    </serial>
    <graphics type="vnc" autoport="yes" listen="0.0.0.0"/>
    <video>
      <model type="virtio"/>
    </video>
    <rng model="virtio">
      <backend model="random">/dev/urandom</backend>
    </rng>
    <controller type="usb" index="0" model="none"/>
    <memballoon model="virtio" autodeflate="on" freePageReporting="on">
      <stats period="10"/>
    </memballoon>
  </devices>
</domain>
 [00;33m{{(pid=140545) _get_guest_xml /opt/stack/nova/nova/virt/libvirt/driver.py:8366}}[00m
2026-09-16 02:23:45.433 140545 DEBUG oslo_concurrency.processutils [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Running cmd (subprocess): /opt/stack/data/venv/bin/python3.12 -m oslo_concurrency.prlimit --as=2147483648 --cpu=30 -- env LC_ALL=C LANG=C qemu-img info /opt/stack/data/nova/instances/b22c7a26-4c07-4940-b11b-8f47fc8f8d97/disk --force-share --output=json [00;33m{{(pid=140545) execute /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/processutils.py:440}}[00m
2026-09-16 02:23:45.503 140545 DEBUG oslo_concurrency.processutils [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] CMD "/opt/stack/data/venv/bin/python3.12 -m oslo_concurrency.prlimit --as=2147483648 --cpu=30 -- env LC_ALL=C LANG=C qemu-img info /opt/stack/data/nova/instances/b22c7a26-4c07-4940-b11b-8f47fc8f8d97/disk --force-share --output=json" returned: 0 in 0.070s [00;33m{{(pid=140545) execute /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/processutils.py:468}}[00m
2026-09-16 02:23:45.504 140545 DEBUG oslo_concurrency.processutils [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Running cmd (subprocess): /opt/stack/data/venv/bin/python3.12 -m oslo_concurrency.prlimit --as=2147483648 --cpu=30 -- env LC_ALL=C LANG=C qemu-img info /opt/stack/data/nova/instances/b22c7a26-4c07-4940-b11b-8f47fc8f8d97/disk --force-share --output=json [00;33m{{(pid=140545) execute /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/processutils.py:440}}[00m
2026-09-16 02:23:45.565 140545 DEBUG oslo_concurrency.processutils [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] CMD "/opt/stack/data/venv/bin/python3.12 -m oslo_concurrency.prlimit --as=2147483648 --cpu=30 -- env LC_ALL=C LANG=C qemu-img info /opt/stack/data/nova/instances/b22c7a26-4c07-4940-b11b-8f47fc8f8d97/disk --force-share --output=json" returned: 0 in 0.061s [00;33m{{(pid=140545) execute /opt/stack/data/venv/lib/python3.12/site-packages/oslo_concurrency/processutils.py:468}}[00m
2026-09-16 02:23:45.566 140545 DEBUG nova.objects.instance [req-1a95ef47-9279-4b9e-8de3-2cfcf48d4854 3bd20a4ff672488787df1bb5a67f607a 745d4674c55948569488f81c85f60583 - - default default] Lazy-loading 'trusted_certs' on Instance uuid b22c7a26-4c07-4940-b11b-8f47fc8f8d97 [00;33m{{(pid=140545) obj_load_attr /opt/stack/nova/nova/objects/instance.py:1147}}[00m
